textID,selected_text,processed_text,sentiment_score,sentiment_label,sentiment_encoded
3b6a25d97c,  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,im awake whats breakfast lulu shingle ha ha ha,0.0,neutral,2
bcf13877f7,Good morning everyone,good morning everyone,0.7,positive,1
c4a8602e0a,love,love,0.5,positive,1
4e06f98760,shake shake shake shake shake it,shake shake shake shake shake,0.0,neutral,2
62aebe35b6,Raining again,raining,0.0,neutral,2
0237b6fd87,good morning world,good morning world,0.7,positive,1
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,hope everyone great week let know think im crazy hating coffee xd,0.10000000000000003,positive,1
cfdb8ea6d8,back to br,back br,0.0,neutral,2
935a3c2bf5,Time to put the weapons on the charger for the night.  Sleep tight,time put weapon charger night sleep tight,-0.17857142857142858,negative,0
c1e33be64e,Using tiffys computer...it feels different from mine... the touch is different.,using tiffys computerit feel different mine touch different,0.0,neutral,2
000b3211af,Happy,happy,0.8,positive,1
ffa3258a83, Are they both still talking to you then?,still talking,0.0,neutral,2
10f2498c35,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,want crimson gem saga go play rf guerilla demo repeatedly mission failed died many time dicking around,0.0,neutral,2
35674461fe,great,great,0.8,positive,1
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,b last v tomorow have2live apple n caffeine n have2cut chocolate bye bye chocy,-0.07777777777777778,negative,0
d6a8cee69b,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,awoken loud banging continues day good thing got early rest last night,0.22499999999999998,positive,1
8e4553e921, Let`s go!,let go,0.0,neutral,2
cbfe82ef26,feels really sick.,feel really sick,-0.7142857142857143,negative,0
9fb92f7504,Hecks yeah. Jandy timsamlake is too rawesome!,hecks yeah jandy timsamlake rawesome,0.0,neutral,2
49ffb6b465,**** internet jus cut me off!,internet jus cut,0.0,neutral,2
ed0ace22bf, u don`t have school today????,u dont school today,0.0,neutral,2
dc346c6f1c,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,broken mondaydoes mean monday fixd,-0.23750000000000002,negative,0
178b3ca782,People at work are stressing me out.,people work stressing,0.0,neutral,2
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,rt heart past day etsy boo hoototally,-0.1625,negative,0
6d3596cdb3,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,love sister brag shes tired spell bowling right haha ok 3,0.38035714285714284,positive,1
696a2abd8a,never trust someone else`s battery operated power tools when you`re in a hurry,never trust someone elses battery operated power tool youre hurry,0.0,neutral,2
26d169a9e9,funny!,funny,0.3125,positive,1
52fd9f56fb,amazing,amazing,0.6000000000000001,positive,1
2f7b589c41, so`s the smell of cigarettes and alcohol... at least *i * like it.,so smell cigarette alcohol least like,-0.3,negative,0
1620bd719e,All done. No more internship.,done internship,-0.25,negative,0
6e805ea65a,RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,rip officer edward may god continue bless family whats wit cop killing cop seen thing happen wire,0.0,neutral,2
08f6036add,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",invasion old lady ended still clean going able make tweetup tonight,0.32222222222222224,positive,1
ce4b5fe266,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,current goal lose 10 pound next tuesday 120 come soooo ready gatlinburg,0.08333333333333333,positive,1
792c97a352,best,best,1.0,positive,1
384a8c1c53,good,good,0.7,positive,1
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,phone mum,0.0,neutral,2
daed8640af, me tooo,tooo,0.0,neutral,2
0c79867978,died,died,0.0,neutral,2
fe588dce16, then am anticipating the next ten days!,anticipating next ten day,0.0,neutral,2
30b5985a07,boring.,boring,-1.0,negative,0
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",yeah start reaching earlymid20s,0.0,neutral,2
5bbfbb31da,getting ready to babysit,getting ready babysit,0.2,positive,1
41cf23c2d2,Bad migrane,bad migrane,-0.6999999999999998,negative,0
e027169ec6,awful,awful,-1.0,negative,0
6c843b2f56,happy birthday girl!,happy birthday girl,1.0,positive,1
29736d30cc, I`m looking forward too see and hear you in Norway!! Live fast!,im looking forward see hear norway live fast,0.19318181818181818,positive,1
2da7ae1656, awesome,awesome,1.0,positive,1
0927b99040, actually workin from home tonight...  you?,actually workin home tonight,0.0,neutral,2
a35cb60975,****!,,0.0,neutral,2
7e49648b99,tired.,tired,-0.4,negative,0
b7234b7720,I hope someone good has him,hope someone good,0.7,positive,1
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,well tell fashion tip need im woman hehehe,0.0,neutral,2
c9e5ca399a,MISS,miss,0.0,neutral,2
d7607b8133,i wear a lot of white,wear lot white,0.0,neutral,2
2d5206550f,good,good,0.7,positive,1
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,remember day wasnt big fan wesley really felt youngster dealing,0.125,positive,1
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,getting nail done relaxing benji 24 hour away,0.0,neutral,2
09e0880c54,hurts,hurt,0.0,neutral,2
bf2419a824,At walmart playing hide and seek.,walmart playing hide seek,0.0,neutral,2
2fac1b845b, whatever do you mean?,whatever mean,-0.3125,negative,0
15fb68bf9f,bad...,bad,-0.6999999999999998,negative,0
a93afddcdf,wish,wish,0.0,neutral,2
8ec2997024, your test works fine for me  tweetdeck is so cool eh?,test work fine tweetdeck cool eh,0.3833333333333333,positive,1
6559ad2e3e,Wish,wish,0.0,neutral,2
a2867122b8,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,morning rode behind guy bird cage containing plastic tyrannosaurus rex attached bicycle couldnt get photo,-0.4,negative,0
17deedd7a4,"I love summer, but I oddly don`t want this school year to end.",love summer oddly dont want school year end,0.16666666666666669,positive,1
d27429521a,lined,lined,0.0,neutral,2
273aa26c3d,safe,safe,0.5,positive,1
c12a98d8f3,i so can`t be bothered working tomorrow!,cant bothered working tomorrow,0.0,neutral,2
0a60d11178,cute,cute,0.5,positive,1
58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,guess ol tom another mission impossible like trying prove innocence didnt get hugged,-0.6666666666666666,negative,0
a25f8983ff,scared,scared,0.0,neutral,2
9b172f1737,Hate,hate,-0.8,negative,0
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,oh tweetdeck malfunctioning il web fixd,0.05,neutral,2
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,heeeeey abandoned twitter momma dot,0.0,neutral,2
7796395821,sucks!!,suck,-0.46875,negative,0
4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,village may fayre bag packed ready bring back homemade goody,0.1,positive,1
b3b338bcd0,cool,cool,0.35,positive,1
add95c3198,Sooo tell me how I lost followerzzz,sooo tell lost followerzzz,0.0,neutral,2
c41d259d60, - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,thanks reply course doesnt really explain googled found explanation,0.2,positive,1
3099b7261b,looking for people,looking people,0.0,neutral,2
15892f296d,heart.,heart,0.0,neutral,2
d12acf4e01,Awwww,awwww,0.5,positive,1
dad3160e52,long day and i still have to mow the lawn,long day still mow lawn,-0.05,neutral,2
598603422e,Shoot. Only 12 miles,shoot 12 mile,0.0,neutral,2
c3c79502f9,it makes me sad,make sad,-0.5,negative,0
02b43cd23c,Happy mothers day mom  ?,happy mother day mom,0.8,positive,1
058f39acca,Luckily,luckily,0.3333333333333333,positive,1
90af5c843a,hate,hate,-0.8,negative,0
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",shouldnt reset doesnt work right first time something,0.3452380952380952,positive,1
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,yeah left cause pc cant run client anymore thought would new one,0.06818181818181818,positive,1
5496094dac,bad,bad,-0.6999999999999998,negative,0
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,capone island 2 day summer starting,0.0,neutral,2
cb20977501,Today was good day,today good day,0.7,positive,1
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,planing going little ride mtb monday may tower,-0.1875,negative,0
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password,fiesta house mouth hit password,0.0,neutral,2
6be59d11d8,the live version is so much better  ? http://blip.fm/~79my3,live version much better,0.3181818181818182,positive,1
31d260e718, There`s no pause button in the game of life.,there pause button game life,-0.4,negative,0
b22aff92be," that`s black market material right there, my friend!",thats black market material right friend,0.09523809523809522,positive,1
96cc75e508,happy!!!,happy,1.0,positive,1
664d148574, tried to join the chat but the site would not let me sign in,tried join chat site would let sign,0.0,neutral,2
6872aea3a9, where is home??,home,0.0,neutral,2
21d77a32fb,best,best,1.0,positive,1
5d8cc77f93,Their songs make me want to cry..,song make want cry,0.0,neutral,2
803e9c0931,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,driving u come across aggressive driving behaviour another driver u chase car 2 tell driver drive,0.0,neutral,2
16ca8a5ecc,The Mediteranian Kitchen...oh well can`t get them all right.,mediteranian kitchenoh well cant get right,0.2857142857142857,positive,1
038c049e2a, what`s wrong?,whats wrong,-0.5,negative,0
28e1999323,nice!,nice,0.75,positive,1
438a7d203a,good,good,0.7,positive,1
0117a03b6d,ahahahahahahahahah your fuunny!!,ahahahahahahahahah fuunny,0.0,neutral,2
cad99e531f,i so wish i could get pregnant!!,wish could get pregnant,0.5208333333333333,positive,1
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,im trying fix doesnt ahi dios mio u good lol,0.75,positive,1
ba3e84e67f, Hiya! Missed you too! What have you been up to?,hiya missed,0.0,neutral,2
b2dc59805a,out to play,play,0.0,neutral,2
797aa81fda,Really sick,really sick,-0.7142857142857143,negative,0
0ea64bcbe6,yay  my `only on sundays` maid came!! the house will be clean again!!!,yay sunday maid came house clean,0.35807291666666674,positive,1
4e7fb463e0,"Thx,",thx,0.0,neutral,2
b33c27ad85,thanks,thanks,0.2,positive,1
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,going al need check one store hope find thing im looking,0.0,neutral,2
0ee55890a7,Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,geeze im wondering wrong people either need go run go sleep tomorrow fun day,-0.1,negative,0
eb9c11eb52,worse,worse,-0.4,negative,0
cf16d0c659,Will be so much easier then!,much easier,0.25,positive,1
f7aa65a988,over rated!!,rated,0.0,neutral,2
b8a3fea60e,"Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",look everyone im bad boy im ranked higher meghan mccain,-0.2812499999999999,negative,0
5389177883,_rain i wanna see her hair  hows everyone?,rain wan na see hair hows everyone,0.0,neutral,2
e59fd12277, Or FTRH -- For The Ride Home,ftrh ride home,0.0,neutral,2
264f1af9a0,**** happens.,happens,0.0,neutral,2
d19724f22f, i want chinese food really baaad.,want chinese food really baaad,0.1,positive,1
9d4dfb1f9e,is downloading songs  http://plurk.com/p/rp8wx,downloading song,0.0,neutral,2
e6b380cd3d," I almost said, 'and grammer no exist either' grunt.  But I stopped myself",almost said grammer exist either grunt stopped,0.0,neutral,2
993c6eadd2,good,good,0.7,positive,1
7993d38b85,I suspect it will be a lot of complaints). Have a peaceful night my friend,suspect lot complaint peaceful night friend,0.25,positive,1
42caab438e,seeing shane dawson videos,seeing shane dawson video,0.0,neutral,2
b5e7df1efe,  sad face.,sad face,-0.5,negative,0
017a0bbb36,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,aaaaahhhh friday funeral 5,0.0,neutral,2
12cfea907c,Already misses ,already miss,0.0,neutral,2
43449f0068,hope,hope,0.0,neutral,2
795556dc39,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,commish day atl fam saw update net website look awesome,0.4,positive,1
38e8111514,awww that sucks,awww suck,0.05000000000000002,positive,1
18ee9d146c,at famous dave`s with my mom. so hungry.,famous daves mom hungry,0.5,positive,1
f5e9c0eef2,be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx,fine good luck slï¿½nbye irish sorcha xxxx,0.4305555555555556,positive,1
434e673353,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt",home nite sleeping pull bed maggie wishing durden got find apt,0.6,positive,1
8b8932427d,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",ohsummer beginsyay fighting cry stress started kidsits 3 hr since got,-0.1,negative,0
c5f383c0a0,deflated.,deflated,0.0,neutral,2
103459e206, sad about young love coming to an end  They were sooo cute together!,sad young love coming end sooo cute together,0.18125,positive,1
8def10379e,tired,tired,-0.4,negative,0
74af7e0835,"owww, back pain  hm, walmart or no? i could get cupcakes~",owww back pain hm walmart could get cupcake,0.0,neutral,2
bb53ba1a89, i can`t believe that you guys are gonna stay just one day here in Rio de Janeiro again,cant believe guy gon na stay one day rio de janeiro,0.0,neutral,2
11c5c7850b,cute,cute,0.5,positive,1
455ef3e9b6, LOL thx,lol thx,0.8,positive,1
d761530c7f,is working until 11 tonight  http://plurk.com/p/x2kbv,working 11 tonight,0.0,neutral,2
ed1e06027c, well there go my peace corps prospects.,well go peace corp prospect,0.0,neutral,2
47b4e91e39,rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the ' 3 unknown facts' abt myself,rmbr time torned night sentosa one didnt spit 3 unknown fact abt,-0.05,neutral,2
0b39781a5a,Good idea!,good idea,0.875,positive,1
8fbd0b19e6,"whatever will be, will be",whatever,0.0,neutral,2
8429087609,Wango tango!!! Good night all,wango tango good night,0.7,positive,1
7900f25fbc,broke.,broke,0.0,neutral,2
312868ebb2, hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****,hello totally go biggest shopping center europe go shopping together,-0.05,neutral,2
5f2c04acd4,Fixing openbox theme a little,fixing openbox theme little,-0.1875,negative,0
55b8e44c02,Selling my laptop for CHEAP if anyone`s interested!  17' Toshiba 1.3gig ram,selling laptop cheap anyones interested 17 toshiba 13gig ram,0.35625,positive,1
106aa6d022,fear,fear,0.0,neutral,2
4975dbda48, i wish i wasn`t all  bummed but i kinda am,wish wasnt bummed kinda,0.0,neutral,2
a3145ba47e, Hey Mitchel when will you be live again? I didn`t get a chance to call you,hey mitchel live didnt get chance call,0.13636363636363635,positive,1
7e19629684,looking at the sunshine out of my office window,looking sunshine office window,0.0,neutral,2
3495e809b3,should not have done,done,0.0,neutral,2
a1b67a24aa, We are working,working,0.0,neutral,2
a0b1828b67,lovely wedding,lovely wedding,0.5,positive,1
311985067b,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",got paycheck april bonus b deposited 2day rest got ta wait til mon,0.0,neutral,2
c392253b42,nope no way in to stop  just have to put up wiv it,nope way stop put wiv,0.0,neutral,2
62f3e63c1a,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,recommend returning broken duck toy batteis came person giving may get mad trust,-0.7,negative,0
2942ed51f6," Not so much a substitute as a variation. Ate too much, too. Oof",much substitute variation ate much oof,0.2,positive,1
03798acf38,beautiful,beautiful,0.85,positive,1
fd1ebb37c3, Oui mademoiselle. You can barely turn around these days without bumping into one.,oui mademoiselle barely turn around day without bumping one,0.05,neutral,2
478a005e7c,Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,flickr pic chester zoo danwtmoon posted photo welcome chester zoo jockey,0.8,positive,1
9608ece440,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,woke watched jon kate plus eight tried pretend like still normail family,0.0,neutral,2
e6b24b7014, your`e a freak,youre freak,0.0,neutral,2
105b761a2c, i dont even know now lenaaa  when you going clothes show?,dont even know lenaaa going clothes show,0.0,neutral,2
cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,jane yay buti nagustuhan nyo isang bar lang enclosed ko sa mail test matutunaw hindi next time uli,0.0,neutral,2
d0b2e14355,Memories,memory,0.0,neutral,2
f27f60c847,. Nothing to worry about.,nothing worry,0.0,neutral,2
5380d2b0e5,FAIL.,fail,-0.5,negative,0
38148a3e98," Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",going start small like 010 050 slowly higher stake,-0.037500000000000006,neutral,2
b29ea1892f, Make a videoblog!,make videoblog,0.0,neutral,2
7dd51bdec1,reading Evermore by Lynn Viehl.,reading evermore lynn viehl,0.0,neutral,2
409767144d,Wow what a storm we just had!!! Now no power,wow storm power,0.1953125,positive,1
c627db4613,yeeeewww,yeeeewww,0.0,neutral,2
9fc2217d38,amazing,amazing,0.6000000000000001,positive,1
d14b33ede0,good,good,0.7,positive,1
e7ed611f06,#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm,musicmonday epic song light sound yellowcard,0.1,positive,1
a61d4c6048,Bliss!,bliss,0.0,neutral,2
74b427ffa8,hope,hope,0.0,neutral,2
c7568067cd,"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",anticipated meet tapan parikh apparently wont pas nairobi head straight mombasa,0.0,neutral,2
8a6cdf6832,cry,cry,0.0,neutral,2
f4d1a681af,productive,productive,0.0,neutral,2
f81d71d2c2,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,rest peace adam 12 glenn epps gone never forgotten week loud da air 4 ya,0.0,neutral,2
029a603b00,love,love,0.5,positive,1
e6826a5aa5,Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,marking going ok far b far relieved look like future programmer class,0.175,positive,1
1e41208494," alas no, it`s just a normal night  monday is quiz night",ala normal night monday quiz night,-0.125,negative,0
23f4fd4385,Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming,anyone go photographing today managed get macro shot flower blooming,-0.2,negative,0
aa17c6f797,Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,good morning sunny londonsounds like oxymoron happens true today hurrah,0.56875,positive,1
136b1926c9,Cool. That`d be fantastic!,cool thatd fantastic,0.425,positive,1
6f381bb00f,live on stickam.com/itstyleryo COME CHAT!,live stickamcomitstyleryo come chat,0.17045454545454544,positive,1
c0d5be8bd4,   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.,right like cape breton coal mine lesson learned,0.2857142857142857,positive,1
e09b90939a,rusty.,rusty,0.0,neutral,2
ec835dc0b0,cool!,cool,0.4375,positive,1
eaf90c4253,hurt,hurt,0.0,neutral,2
41a96b7954, me because I might not have enough money for college!!!,might enough money college,0.0,neutral,2
e5a26fb323,lol! woow okay its not that big of a deal,lol woow okay big deal,0.5,positive,1
4e5d66beb2,love,love,0.5,positive,1
4c5a7e6ffc, I mean someone hit a dog with a car. It was just laying there,mean someone hit dog car laying,-0.3125,negative,0
53714350ac,forgot,forgot,0.0,neutral,2
b4401d6b4d,salt,salt,0.0,neutral,2
05ff657624, You`re welcome. There!  I added you already!,youre welcome added already,1.0,positive,1
dd72ee1430,"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",rose mornin missed dance time guess dance extra hard tomorrow,0.15277777777777776,positive,1
094e0509ad,Sorry,sorry,-0.5,negative,0
0182dd7de1,Discovered,discovered,0.0,neutral,2
5b70f8bc73,"still not ,",still,0.0,neutral,2
8c280d0f80,just downloaded the tweet deck....look at my and my saviness,downloaded tweet decklook saviness,0.0,neutral,2
98c02118e6,I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,really hope read message reply soon could reach phone go work,0.2,positive,1
f4f24160c3,HAHAHHAH!,hahahhah,0.0,neutral,2
80420cfe74,oh no! my fun weekend with friends is gone!,oh fun weekend friend gone,0.375,positive,1
5f1811bb3d,Good morning twitterland.,good morning twitterland,0.7,positive,1
c7d3ab998a,Writing reports....,writing report,0.0,neutral,2
7abd932d50,thanks,thanks,0.2,positive,1
ed298c6e5d,nice,nice,0.6,positive,1
3257bafde1,keeping it chilled.,keeping chilled,0.0,neutral,2
2c150a0703,beautiful,beautiful,0.85,positive,1
2252c58ab0, Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,fabulous didnt get pic gmail acting fool sometimes u dm,0.2,positive,1
7d933d9d21," yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!",yeah terrible cockatoo hardest live emotional good thing found though,0.03409090909090909,neutral,2
f6400f56e9,sucks!,suck,-0.375,negative,0
4477b985e5,yes it does,yes,0.0,neutral,2
66019ddc8f,_datti Thanks sankar for ur wishes,datti thanks sankar ur wish,0.2,positive,1
a7cf141043,love,love,0.5,positive,1
4b2b16581a,"sorry bout the cat,",sorry bout cat,-0.5,negative,0
e1a3e4575d, You`re the only person to have joined in  #penilewords,youre person joined penilewords,0.0,neutral,2
719934e5e0,Up and washed  I`m clothing myself as I type xD WOOOO,washed im clothing type xd woooo,0.0,neutral,2
dcba201932,miss u too.,miss u,0.0,neutral,2
a55208f877,love,love,0.5,positive,1
c13f8a6154,Happy Star Wars Day  May the fourth be with you!,happy star war day may fourth,0.4,positive,1
e0eeef2f3f, Playing with lighters fire matches and grass,playing lighter fire match grass,0.0,neutral,2
003816f151,_art That would be the one.  It`s awesome sauce.,art would one awesome sauce,1.0,positive,1
69c36e5f81,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",bucky ferret officially insulinoma daily prednisone interview pdoc today go back monday testing,0.0,neutral,2
898c63c69f," I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",ive never prague money itll 10 first city visit,0.25,positive,1
b01100d6c6,coffee time,coffee time,0.0,neutral,2
131da67079," He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",creepy first really grow like cried like baby tosh died,-0.016666666666666663,neutral,2
2a83e56667,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",really son screw ill talk msn later k xox,-0.08333333333333333,negative,0
83b44dda65,good,good,0.7,positive,1
b3fa6e5c24,die,die,0.0,neutral,2
03e41eeb4f," thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",thanks alen seems submit community news error must prove,0.1,positive,1
83fc759a0b,ruin,ruin,0.0,neutral,2
ff9722bca7,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,blah car repair almost 600 dollar shopping around better deal,0.5,positive,1
ebf6233a5b,Yum!,yum,0.0,neutral,2
9e4228219d, me too!,,0.0,neutral,2
25ce9a8b1b,sad,sad,-0.5,negative,0
ed6a316e8a,_me Thanks! Kinda bittersweet though,thanks kinda bittersweet though,0.25,positive,1
4244aec072,_Nutbar Good morning  how are you? #TwitterTakeover,nutbar good morning twittertakeover,0.7,positive,1
90751fc00f,First time to Twitter..,first time twitter,0.25,positive,1
c653189d96,Captain Jack is back,captain jack back,0.0,neutral,2
9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",la ben dream make saddddddd want togetherrr swear get bawlinggg help,0.0,neutral,2
e4838b68a2,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?",internet fast slow fast connection go,0.024999999999999984,neutral,2
0ce20ef06e, 6 am.  you?,6,0.0,neutral,2
fb030409ab,bad,bad,-0.6999999999999998,negative,0
ae1b11d7ec,this weather makes my fingers numb / still waiting,weather make finger numb still waiting,-0.6,negative,0
8739e2666f,thanks.,thanks,0.2,positive,1
e9a77e014a,DONE--IT`S SUMMER!!!,doneits summer,0.0,neutral,2
7920a12924, I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,genos 3hrs ago would went pat neon light got lol drink south philly bar,0.8,positive,1
8c091fb754,ha ha,ha ha,0.0,neutral,2
d3e52b51b7, Its WoW! effect  Thanks for the update.,wow effect thanks update,0.1625,positive,1
4addb8e422,misses his friend,miss friend,0.0,neutral,2
f18b102ad6,catching up on my reading... twitter n BF break,catching reading twitter n bf break,0.6,positive,1
7720aca199," No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",thats right remember fearless tweet seen fearless,-0.14285714285714285,negative,0
6115285ce8,  my thoughts dwell on a certain person,thought dwell certain person,0.21428571428571427,positive,1
a7af432585,Transition time is over; tonight I work night shift. I woke up at 1330.,transition time tonight work night shift woke 1330,0.0,neutral,2
28db608c0d,exciting!,exciting,0.375,positive,1
7e45ea194d,bad,bad,-0.6999999999999998,negative,0
4760319f17, this my new more private acc. Will only use it for close twitter friends,new private acc use close twitter friend,0.1590909090909091,positive,1
f3de150883,hate,hate,-0.8,negative,0
7e82aab535," actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",actually web work fine tweetdeck seems culprit sadness done two diff location,0.2604166666666667,positive,1
bcc50747b1,_x How did your Geo ISU go? I swear I just had the worse day ever..,x geo isu go swear worse day ever,-0.4,negative,0
357483f649,a&e,ae,0.0,neutral,2
261a5bbd14, tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar,tell think pride prejudice zombie youre hyped sugar,0.0,neutral,2
b03e2a23e5,"_tdh Can you install ruby, gems and rails on keep? Please?",tdh install ruby gem rail keep please,0.0,neutral,2
ad37dcf4ff,ultimate,ultimate,0.0,neutral,2
5cd1ac2c57,great,great,0.8,positive,1
7f0a146e26, Good to see you back. Sorry that happened to you,good see back sorry happened,0.06666666666666665,positive,1
3626f85ac4,My 1st Mothers Day Tomorrow,1st mother day tomorrow,0.0,neutral,2
cbd04fb4eb,Goodnight,goodnight,0.0,neutral,2
b8f7efe383," I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",clear whole office sign next place truck yet fully clean back seat lol,0.2777777777777778,positive,1
d2ca4e1d3c, It`s not gonna storm!  because I said so!,gon na storm said,0.0,neutral,2
8eedc5a2ed,I broke my ipod,broke ipod,0.0,neutral,2
3b5aecf8d6,wrong.,wrong,-0.5,negative,0
a154540c08,State pride is important,state pride important,0.4,positive,1
48801ef73a," Ugh, did you just say your friend might have swine flu? OMG, why?",ugh say friend might swine flu omg,0.0,neutral,2
91412dffcb,"haha no problem, it`s fun isn`****",haha problem fun,0.25,positive,1
68a9b81741,"I feel much better now,",feel much better,0.5,positive,1
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,finally feel back swing thing work getting married last week sigh relief wedding planning,-0.0125,neutral,2
cf05148ed6,that sucks,suck,-0.3,negative,0
c963a42282,Hates untalented **** being mean to my talented friends,hate untalented mean talented friend,0.19374999999999998,positive,1
3d17d4b72c,looks like we`re rained out for weekend climbing,look like rained weekend climbing,0.0,neutral,2
eb79aabf05,Is Google Maps not working for anyone else?,google map working anyone else,0.0,neutral,2
21d05898d3, oh ****!!,oh,0.0,neutral,2
e76b1c30bb,i dont really trust the judgements and vouches of _xo,dont really trust judgement vouches xo,0.2,positive,1
2c5f261ff3, Jesus heals,jesus heals,0.0,neutral,2
d3935b8571, It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,surprising much billy idol turn tweet monitor constantly im obsessed anything billyidol,0.06874999999999998,positive,1
2a35e976ea, werd. that`s very true,werd thats true,0.45499999999999996,positive,1
